,country_name,scale,Farm Number,type,edge density for plots m/ha,total area (ha) user input,calculated area (ha) using polygon,total perimeter (m) user input,calculated perimeter (m) using polygon
928,Argentina,CREA,Farm 112,field,82.94,30.0,19.26,2489.0,2488.16
929,Argentina,CREA,Farm 112,natural_area,598.19,0.39,0.22,232.0,231.44
930,Argentina,CREA,Farm 112,field,75.87,35.0,20.56,2661.0,2655.35
931,Argentina,CREA,Farm 112,field,54.75,56.0,32.52,3071.0,3065.8
932,Argentina,CREA,Farm 112,natural_area,580.49,0.45,0.26,260.0,259.65
933,Argentina,CREA,Farm 113,farm_site_boundary,26.92,385.0,222.69,10365.0,10365.47
934,Argentina,CREA,Farm 113,field,42.38,126.0,71.02,5340.0,5339.57
935,Argentina,CREA,Farm 113,field,47.65,114.0,65.63,5433.0,5432.1
936,Argentina,CREA,Farm 113,field,42.39,130.0,80.54,5512.0,5510.86
937,Argentina,CREA,Farm 113,residence,0.0,2.13,1.23,674.0,673.87
938,Argentina,CREA,Farm 113,natural_area,78.55,30.0,16.41,2359.0,2356.41
939,Argentina,CREA,Farm 114,field,48.26,70.0,38.74,3382.0,3378.42
940,Argentina,CREA,Farm 114,field,41.93,117.0,72.57,4915.0,4905.67
941,Argentina,CREA,Farm 114,residence,0.0,0.86,0.49,435.0,435.22
942,Argentina,CREA,Farm 114,field,40.19,105.0,62.49,4226.0,4220.43
943,Argentina,CREA,Farm 115,field,36.01,132.0,74.43,4757.0,4753.75
944,Argentina,CREA,Farm 115,field,38.67,110.0,61.49,4258.0,4254.14
945,Argentina,CREA,Farm 115,field,39.51,116.0,65.12,4587.0,4582.87
946,Argentina,CREA,Farm 115,field,40.28,100.0,56.15,4032.0,4028.02
947,Argentina,CREA,Farm 115,natural_area,230.28,3.72,2.08,858.0,856.67
948,Argentina,CREA,Farm 115,natural_area,253.92,2.55,1.43,647.0,646.25
949,Argentina,CREA,Farm 115,natural_area,258.0,2.4,1.35,621.0,620.25
950,Argentina,CREA,Farm 116,field,26.5,230.0,132.95,6102.0,6094.57
951,Argentina,CREA,Farm 116,field,26.15,238.0,134.19,6230.0,6223.23
952,Argentina,CREA,Farm 116,field,34.96,132.0,74.96,4620.0,4615.01
953,Argentina,CREA,Farm 116,natural_area,418.04,0.81,0.46,338.0,337.82
954,Argentina,CREA,Farm 116,field,28.56,250.0,144.71,7144.0,7140.22
955,Argentina,CREA,Farm 116,field,84.22,95.0,54.1,8015.0,8000.6
956,Argentina,CREA,Farm 116,field,40.86,150.0,85.14,6144.0,6128.92
957,Argentina,CREA,Farm 117,field,25.41,295.0,168.97,7509.0,7495.95
958,Argentina,CREA,Farm 117,field,33.95,141.0,80.74,4793.0,4787.41
959,Argentina,CREA,Farm 118,field,43.99,166.0,94.68,7304.0,7301.56
960,Argentina,CREA,Farm 118,field,44.73,114.0,64.77,5109.0,5099.74
961,Argentina,CREA,Farm 118,field,59.86,112.0,64.09,6716.0,6704.81
962,Argentina,CREA,Farm 118,field,44.61,81.0,46.0,3617.0,3613.23
963,Argentina,CREA,Farm 118,field,41.22,126.0,71.3,5203.0,5193.31
964,Argentina,CREA,Farm 119,field,66.89,60.0,34.33,4020.0,4013.46
965,Argentina,CREA,Farm 119,field,52.4,63.0,36.38,3303.0,3301.21
966,Argentina,CREA,Farm 119,field,57.65,60.0,34.69,3467.0,3459.07
967,Argentina,CREA,Farm 119,field,84.47,34.0,20.27,2879.0,2871.84
968,Argentina,CREA,Farm 119,field,60.77,58.0,32.48,3529.0,3524.48
969,Argentina,CREA,Farm 119,field,53.39,60.0,34.58,3206.0,3203.68
970,Argentina,CREA,Farm 120,farm_site_boundary,17.37,811.94,461.92,14109.0,14105.51
971,Argentina,CREA,Farm 120,field,42.96,150.0,85.89,6448.0,6443.32
972,Argentina,CREA,Farm 120,field,49.09,75.0,42.87,3686.0,3681.84
973,Argentina,CREA,Farm 120,field,77.36,65.0,37.07,5028.0,5028.59
974,Argentina,CREA,Farm 120,field,85.08,40.0,25.2,3403.0,3403.37
975,Argentina,CREA,Farm 120,field,42.64,118.0,64.01,5031.0,5031.31
976,Argentina,CREA,Farm 120,field,47.18,99.0,59.55,4671.0,4670.33
977,Argentina,CREA,Farm 120,field,48.41,94.0,53.39,4551.0,4551.01
978,Argentina,CREA,Farm 120,field,69.16,50.0,28.75,3464.0,3457.76
979,Argentina,CREA,Farm 120,field,45.28,90.0,51.34,4081.0,4074.99
980,Argentina,CREA,Farm 120,residence,0.0,6.08,3.46,1016.0,1014.22
981,Argentina,CREA,Farm 120,natural_area,600.21,0.45,0.26,269.0,269.01
982,Argentina,CREA,Farm 120,natural_area,466.37,0.75,0.42,348.0,347.82
983,Argentina,CREA,Farm 120,natural_area,596.6,1.14,0.65,681.0,679.82
984,Argentina,Other,Farm 121,field,51.38,67.0,37.54,3444.0,3442.23
985,Argentina,Other,Farm 121,field,55.03,56.0,31.52,3084.0,3081.65
986,Argentina,Other,Farm 121,field,86.29,22.0,12.74,1900.0,1898.48
987,Brazil,Larisse Local & SPG 2023,Farm 122,farm_site_boundary,306.47,1.86,1.6,571.0,569.45
988,Brazil,Larisse Local & SPG 2023,Farm 122,garden,1885.91,0.07,0.06,135.0,135.22
989,Brazil,Larisse Local & SPG 2023,Farm 122,residence,0.0,0.04,0.03,85.0,84.66
990,Brazil,Larisse Local & SPG 2023,Farm 122,garden,2887.88,0.02,0.02,62.0,62.38
991,Brazil,Larisse Local & SPG 2023,Farm 122,garden,3863.8,0.01,0.01,43.0,42.89
992,Brazil,Larisse Local & SPG 2023,Farm 122,barn,0.0,0.0,0.0,15.0,15.44
993,Brazil,Larisse Local & SPG 2023,Farm 122,garden,2519.63,0.03,0.02,70.0,69.54
994,Brazil,Larisse Local & SPG 2023,Farm 122,surface_water,2878.85,0.03,0.03,86.0,86.08
995,Brazil,Larisse Local & SPG 2023,Farm 122,natural_area,412.24,0.98,0.84,404.0,403.05
996,Argentina,CREA,Farm 119,natural_area,164.43,8.0,4.84,1317.0,1315.42
997,Argentina,CREA,Farm 123,field,35.22,130.0,75.62,4583.0,4578.2
998,Argentina,CREA,Farm 123,natural_area,265.83,2.27,1.32,604.0,603.13
999,Argentina,CREA,Farm 123,field,52.92,68.0,40.21,3602.0,3598.26
1000,Argentina,CREA,Farm 123,field,40.08,107.0,62.17,4293.0,4288.05
1001,Argentina,CREA,Farm 123,field,68.45,40.0,22.9,2741.0,2738.12
1002,Argentina,CREA,Farm 123,field,48.78,76.0,44.73,3711.0,3707.0
1003,Argentina,CREA,Farm 123,field,51.69,70.0,42.74,3622.0,3618.18
1004,Argentina,CREA,Farm 123,field,46.53,74.0,43.22,3447.0,3442.88
1005,Argentina,CREA,Farm 123,field,71.31,57.0,33.17,4069.0,4064.42
1006,Argentina,CREA,Farm 123,field,71.76,37.0,21.76,2658.0,2655.01
1007,Argentina,CREA,Farm 123,field,99.26,28.0,16.75,2783.0,2779.35
1008,Argentina,CREA,Farm 123,field,72.23,35.0,20.31,2531.0,2527.88
1009,Argentina,CREA,Farm 124,field,37.93,129.0,73.23,4902.0,4892.35
1010,Argentina,CREA,Farm 125,field,52.58,78.0,44.24,4106.0,4100.89
1011,Argentina,CREA,Farm 125,natural_area,287.7,3.16,1.8,910.0,909.62
1012,Argentina,CREA,Farm 125,field,44.39,103.0,59.14,4577.0,4572.43
1013,Argentina,CREA,Farm 125,field,34.79,182.0,104.17,6346.0,6332.13
1014,Argentina,CREA,Farm 126,field,49.06,79.0,45.56,3882.0,3875.93
1015,Argentina,CREA,Farm 126,field,30.74,200.0,115.58,6153.0,6148.03
1016,Argentina,CREA,Farm 126,field,44.05,150.0,86.15,6609.0,6606.94
